"","year","month","temperature","dewpoint_temperature","soil_temperature_level_1"
"42",2017,6,34.4650604248047,1.30114542643231,38.8187377929688
"43",2017,7,36.1705202164189,14.2485123172883,41.0369132749496
"44",2017,8,34.9702087402344,13.0657415574597,38.9535244849421
"45",2017,9,29.4892598470052,9.2065368652344,32.5640614827474
"46",2017,10,25.3305799914945,-2.31615443075855,26.0604285455519
"47",2017,11,20.2001230875651,1.25734863281252,19.7853790283203
"48",2017,12,13.4875446934854,-8.81250413463959,12.1579164566532
"49",2018,1,15.2177505985383,-2.78993589339715,14.5176419165827
"50",2018,2,15.3117832728795,-5.4929510934012,16.0130467006139
"51",2018,3,18.883441358997,-3.79958289361767,21.0433288574219
"52",2018,4,25.1720153808594,-3.21302388509112,28.7243784586589
"53",2018,5,27.9613497826361,0.816162896925426,32.792626953125
"54",2018,6,33.3946706136068,2.24942321777346,37.9451873779297
"55",2018,7,36.1218958700857,14.1123281171245,41.1746627315398
"56",2018,8,35.432014514554,15.1963243053806,40.1269165039063
"57",2018,9,33.2482991536459,8.66063435872398,36.7140909830729
"58",2018,10,23.1439079038559,8.03365773847029,24.7521990376134
"59",2018,11,16.9420481363933,-5.5159240722656,16.9112772623698
"60",2018,12,12.7270742108745,-2.28035534274191,11.8934363580519
"61",2019,1,12.9302090552546,-0.775644806892618,12.7686312767767
"62",2019,2,12.6612564086914,-3.38863819667269,13.8549100603376
"63",2019,3,19.2278883411039,-2.10624566847276,21.9438326927924
"64",2019,4,24.51240234375,-0.522515869140602,28.1518809000651
"65",2019,5,24.5606175576487,2.97157317130799,29.6659297820061
"66",2019,6,32.5673756917318,1.38466593424481,37.3991414388021
"67",2019,7,35.9479988344254,6.81446277249246,40.6318898847026
"68",2019,8,36.1138224940146,9.21478448683218,40.5911469490298
"69",2019,9,30.889155069987,8.74889831542971,34.3994008382162
"70",2019,10,23.0002252394153,-7.39427992297755,23.8940811649446
"71",2019,11,17.6298034667969,-2.24878234863279,16.7251759847005
"72",2019,12,12.0983412219632,2.64001543598793,12.2282653808594
"73",2020,1,13.4956712292087,-3.98754311838455,13.3402058262979
"74",2020,2,15.4926581021013,-6.46974424164868,16.1797761062096
"75",2020,3,17.5065532069053,2.89516207787301,19.52822265625
"76",2020,4,23.270307413737,0.351956176757835,26.4509775797526
"77",2020,5,30.1088540354083,0.270823620211716,34.2634235997354
"78",2020,6,32.7908620198568,1.35096842447919,37.5177551269531
"79",2020,7,37.176887561429,5.72412188130043,41.9209454936366
"80",2020,8,37.4335325179562,9.09766294417845,42.0118317634829
"81",2020,9,33.2035949707032,4.34233194986981,36.1956990559896
"82",2020,10,26.7570414881553,-2.11664724042336,27.4989484233241
"83",2020,11,17.9876444498698,-3.71622212727862,17.4298868815104
"84",2020,12,11.9834966844128,-6.94447789346016,10.6725363454511
"85",2021,1,13.0101916897682,-2.80196867912044,12.312142452117
"86",2021,2,16.1680106026786,-8.41141030447821,16.8815442766462
"87",2021,3,17.7793399933846,-6.52291299143143,20.5504128732989
"88",2021,4,25.1097534179688,-4.62486877441404,28.6830922444662
"89",2021,5,28.5148451282132,-1.1279101956275,33.3232321462324
"90",2021,6,35.3924865722656,3.00998636881513,40.1104400634766
"91",2021,7,36.1187791393649,14.2325073242188,41.3434702227193
"92",2021,8,35.7705617597026,11.755262608682,40.7387732721144
"93",2021,9,32.4158264160156,8.41572774251304,36.0389221191407
"94",2021,10,23.1113476168725,0.987950281943067,24.7319786810106
"95",2021,11,20.1162506103516,-1.78532206217446,19.4742553710938
"96",2021,12,13.4490797473539,-1.29259781376006,12.7609772712954
"97",2022,1,13.6931967458418,-7.43558841828375,13.1913725822203
"98",2022,2,14.8319728306362,-9.41470947265623,15.5071796962193
"99",2022,3,19.8572257749496,-7.18791267641127,21.7008891444053
"100",2022,4,24.376454671224,-5.29663187662758,28.137358601888
"101",2022,5,28.6017168598791,-0.966457440776187,33.3345758253528
"102",2022,6,34.2180328369141,4.81363321940106,39.3080749511719
"103",2022,7,36.0198116179436,11.3684523059476,41.2285469301286
"104",2022,8,34.657134812878,17.6332247826361,40.0556244880923
"105",2022,9,32.7707153320313,12.922299194336,36.9750864664714
"106",2022,10,25.0257389191658,5.32586551789317,27.3258674867692
"107",2022,11,14.6573903401693,-4.84090576171873,14.8456583658854
"108",2022,12,12.6962957566785,-1.35819977791076,12.024802718624
"109",2023,1,12.6898841119582,-2.74652611517135,13.2070861816406
"110",2023,2,13.6377197265625,-7.12205189296175,14.9766479492188
"111",2023,3,16.6652003134451,-2.48909508489791,19.2146634009577
"112",2023,4,23.7577117919922,-5.97152659098305,27.3329325358073
"113",2023,5,27.6351306546119,2.44212370841736,32.8781726467994
"114",2023,6,30.4844512939453,0.456553141276064,35.7290506998698
"115",2023,7,38.1995188067037,8.41151654643399,42.9904605988533
"116",2023,8,35.8025353216356,11.0768765357233,40.0336154076361
"117",2023,9,31.1158315022787,8.14284769694013,33.9654917399089
"118",2023,10,25.5726975963962,1.6157894011467,26.714498015373
"119",2023,11,17.8862731933594,-2.37813415527341,17.5931813557943
"120",2023,12,13.5929376417591,-0.271847829511066,12.4136704967868
